=== JNA Interface Mapping Hits ===
Format: callerSig | lib | symbol | interface | calleeSig | callerJar | calleeJar
<com.sun.jna.platform.linux.Udev$UdevEnumerate: com.sun.jna.platform.linux.Udev$UdevListEntry getListEntry()> | udev | udev_enumerate_get_list_entry | com.sun.jna.platform.linux.Udev | <com.sun.jna.platform.linux.Udev: com.sun.jna.platform.linux.Udev$UdevListEntry udev_enumerate_get_list_entry(com.sun.jna.platform.linux.Udev$UdevEnumerate)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.linux.Udev$UdevEnumerate: void unref()> | udev | udev_enumerate_unref | com.sun.jna.platform.linux.Udev | <com.sun.jna.platform.linux.Udev: com.sun.jna.platform.linux.Udev$UdevEnumerate udev_enumerate_unref(com.sun.jna.platform.linux.Udev$UdevEnumerate)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.linux.Udev$UdevListEntry: java.lang.String getName()> | udev | udev_list_entry_get_name | com.sun.jna.platform.linux.Udev | <com.sun.jna.platform.linux.Udev: java.lang.String udev_list_entry_get_name(com.sun.jna.platform.linux.Udev$UdevListEntry)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.linux.Udev$UdevListEntry: com.sun.jna.platform.linux.Udev$UdevListEntry getNext()> | udev | udev_list_entry_get_next | com.sun.jna.platform.linux.Udev | <com.sun.jna.platform.linux.Udev: com.sun.jna.platform.linux.Udev$UdevListEntry udev_list_entry_get_next(com.sun.jna.platform.linux.Udev$UdevListEntry)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFArrayRef: com.sun.jna.Pointer getValueAtIndex(int)> | CoreFoundation | CFArrayGetValueAtIndex | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.Pointer CFArrayGetValueAtIndex(com.sun.jna.platform.mac.CoreFoundation$CFArrayRef,com.sun.jna.platform.mac.CoreFoundation$CFIndex)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFArrayRef: int getCount()> | CoreFoundation | CFArrayGetCount | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFIndex CFArrayGetCount(com.sun.jna.platform.mac.CoreFoundation$CFArrayRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFBooleanRef: boolean booleanValue()> | CoreFoundation | CFBooleanGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFBooleanGetValue(com.sun.jna.platform.mac.CoreFoundation$CFBooleanRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFDataRef: int getLength()> | CoreFoundation | CFDataGetLength | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFIndex CFDataGetLength(com.sun.jna.platform.mac.CoreFoundation$CFDataRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFDataRef: com.sun.jna.Pointer getBytePtr()> | CoreFoundation | CFDataGetBytePtr | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.Pointer CFDataGetBytePtr(com.sun.jna.platform.mac.CoreFoundation$CFDataRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFDictionaryRef: com.sun.jna.Pointer getValue(com.sun.jna.PointerType)> | CoreFoundation | CFDictionaryGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.Pointer CFDictionaryGetValue(com.sun.jna.platform.mac.CoreFoundation$CFDictionaryRef,com.sun.jna.PointerType)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFDictionaryRef: long getCount()> | CoreFoundation | CFDictionaryGetCount | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFIndex CFDictionaryGetCount(com.sun.jna.platform.mac.CoreFoundation$CFDictionaryRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFDictionaryRef: boolean getValueIfPresent(com.sun.jna.PointerType,com.sun.jna.ptr.PointerByReference)> | CoreFoundation | CFDictionaryGetValueIfPresent | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFDictionaryGetValueIfPresent(com.sun.jna.platform.mac.CoreFoundation$CFDictionaryRef,com.sun.jna.PointerType,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFDictionaryRef$ByReference: void setValue(com.sun.jna.Pointer)> | CoreFoundation | CFGetTypeID | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFTypeID CFGetTypeID(com.sun.jna.Pointer)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFMutableDictionaryRef: void setValue(com.sun.jna.PointerType,com.sun.jna.PointerType)> | CoreFoundation | CFDictionarySetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: void CFDictionarySetValue(com.sun.jna.platform.mac.CoreFoundation$CFMutableDictionaryRef,com.sun.jna.PointerType,com.sun.jna.PointerType)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFNumberRef: long longValue()> | CoreFoundation | CFNumberGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFNumberGetValue(com.sun.jna.platform.mac.CoreFoundation$CFNumberRef,com.sun.jna.platform.mac.CoreFoundation$CFIndex,com.sun.jna.ptr.ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFNumberRef: float floatValue()> | CoreFoundation | CFNumberGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFNumberGetValue(com.sun.jna.platform.mac.CoreFoundation$CFNumberRef,com.sun.jna.platform.mac.CoreFoundation$CFIndex,com.sun.jna.ptr.ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFNumberRef: double doubleValue()> | CoreFoundation | CFNumberGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFNumberGetValue(com.sun.jna.platform.mac.CoreFoundation$CFNumberRef,com.sun.jna.platform.mac.CoreFoundation$CFIndex,com.sun.jna.ptr.ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFNumberRef: byte byteValue()> | CoreFoundation | CFNumberGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFNumberGetValue(com.sun.jna.platform.mac.CoreFoundation$CFNumberRef,com.sun.jna.platform.mac.CoreFoundation$CFIndex,com.sun.jna.ptr.ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFNumberRef: int intValue()> | CoreFoundation | CFNumberGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFNumberGetValue(com.sun.jna.platform.mac.CoreFoundation$CFNumberRef,com.sun.jna.platform.mac.CoreFoundation$CFIndex,com.sun.jna.ptr.ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFNumberRef: short shortValue()> | CoreFoundation | CFNumberGetValue | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFNumberGetValue(com.sun.jna.platform.mac.CoreFoundation$CFNumberRef,com.sun.jna.platform.mac.CoreFoundation$CFIndex,com.sun.jna.ptr.ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFStringRef: java.lang.String stringValue()> | CoreFoundation | CFStringGetLength | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFIndex CFStringGetLength(com.sun.jna.platform.mac.CoreFoundation$CFStringRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFStringRef: java.lang.String stringValue()> | CoreFoundation | CFStringGetMaximumSizeForEncoding | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFIndex CFStringGetMaximumSizeForEncoding(com.sun.jna.platform.mac.CoreFoundation$CFIndex,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFStringRef: java.lang.String stringValue()> | CoreFoundation | CFStringGetCString | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: byte CFStringGetCString(com.sun.jna.platform.mac.CoreFoundation$CFStringRef,com.sun.jna.Pointer,com.sun.jna.platform.mac.CoreFoundation$CFIndex,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFStringRef: com.sun.jna.platform.mac.CoreFoundation$CFStringRef createCFString(java.lang.String)> | CoreFoundation | CFStringCreateWithCharacters | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFStringRef CFStringCreateWithCharacters(com.sun.jna.platform.mac.CoreFoundation$CFAllocatorRef,char[],com.sun.jna.platform.mac.CoreFoundation$CFIndex)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFStringRef$ByReference: void setValue(com.sun.jna.Pointer)> | CoreFoundation | CFGetTypeID | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFTypeID CFGetTypeID(com.sun.jna.Pointer)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFTypeRef: void retain()> | CoreFoundation | CFRetain | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFTypeRef CFRetain(com.sun.jna.platform.mac.CoreFoundation$CFTypeRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFTypeRef: com.sun.jna.platform.mac.CoreFoundation$CFTypeID getTypeID()> | CoreFoundation | CFGetTypeID | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFTypeID CFGetTypeID(com.sun.jna.platform.mac.CoreFoundation$CFTypeRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.CoreFoundation$CFTypeRef: void release()> | CoreFoundation | CFRelease | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: void CFRelease(com.sun.jna.platform.mac.CoreFoundation$CFTypeRef)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IOIterator: com.sun.jna.platform.mac.IOKit$IORegistryEntry next()> | IOKit | IOIteratorNext | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: com.sun.jna.platform.mac.IOKit$IORegistryEntry IOIteratorNext(com.sun.jna.platform.mac.IOKit$IOIterator)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IOObject: int release()> | IOKit | IOObjectRelease | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: int IOObjectRelease(com.sun.jna.platform.mac.IOKit$IOObject)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IOObject: boolean conformsTo(java.lang.String)> | IOKit | IOObjectConformsTo | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: boolean IOObjectConformsTo(com.sun.jna.platform.mac.IOKit$IOObject,java.lang.String)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.CoreFoundation$CFTypeRef searchCFProperty(java.lang.String,com.sun.jna.platform.mac.CoreFoundation$CFStringRef,int)> | CoreFoundation | CFAllocatorGetDefault | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFAllocatorRef CFAllocatorGetDefault()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.CoreFoundation$CFTypeRef searchCFProperty(java.lang.String,com.sun.jna.platform.mac.CoreFoundation$CFStringRef,int)> | IOKit | IORegistryEntrySearchCFProperty | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: com.sun.jna.platform.mac.CoreFoundation$CFTypeRef IORegistryEntrySearchCFProperty(com.sun.jna.platform.mac.IOKit$IORegistryEntry,java.lang.String,com.sun.jna.platform.mac.CoreFoundation$CFStringRef,com.sun.jna.platform.mac.CoreFoundation$CFAllocatorRef,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.IOKit$IORegistryEntry getParentEntry(java.lang.String)> | IOKit | IORegistryEntryGetParentEntry | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: int IORegistryEntryGetParentEntry(com.sun.jna.platform.mac.IOKit$IORegistryEntry,java.lang.String,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: java.lang.String getName()> | IOKit | IORegistryEntryGetName | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: int IORegistryEntryGetName(com.sun.jna.platform.mac.IOKit$IORegistryEntry,com.sun.jna.Pointer)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.CoreFoundation$CFTypeRef createCFProperty(com.sun.jna.platform.mac.CoreFoundation$CFStringRef)> | CoreFoundation | CFAllocatorGetDefault | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFAllocatorRef CFAllocatorGetDefault()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.CoreFoundation$CFTypeRef createCFProperty(com.sun.jna.platform.mac.CoreFoundation$CFStringRef)> | IOKit | IORegistryEntryCreateCFProperty | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: com.sun.jna.platform.mac.CoreFoundation$CFTypeRef IORegistryEntryCreateCFProperty(com.sun.jna.platform.mac.IOKit$IORegistryEntry,com.sun.jna.platform.mac.CoreFoundation$CFStringRef,com.sun.jna.platform.mac.CoreFoundation$CFAllocatorRef,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.CoreFoundation$CFMutableDictionaryRef createCFProperties()> | CoreFoundation | CFAllocatorGetDefault | com.sun.jna.platform.mac.CoreFoundation | <com.sun.jna.platform.mac.CoreFoundation: com.sun.jna.platform.mac.CoreFoundation$CFAllocatorRef CFAllocatorGetDefault()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.CoreFoundation$CFMutableDictionaryRef createCFProperties()> | IOKit | IORegistryEntryCreateCFProperties | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: int IORegistryEntryCreateCFProperties(com.sun.jna.platform.mac.IOKit$IORegistryEntry,com.sun.jna.ptr.PointerByReference,com.sun.jna.platform.mac.CoreFoundation$CFAllocatorRef,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.IOKit$IORegistryEntry getChildEntry(java.lang.String)> | IOKit | IORegistryEntryGetChildEntry | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: int IORegistryEntryGetChildEntry(com.sun.jna.platform.mac.IOKit$IORegistryEntry,java.lang.String,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: long getRegistryEntryID()> | IOKit | IORegistryEntryGetRegistryEntryID | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: int IORegistryEntryGetRegistryEntryID(com.sun.jna.platform.mac.IOKit$IORegistryEntry,com.sun.jna.ptr.LongByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.mac.IOKit$IORegistryEntry: com.sun.jna.platform.mac.IOKit$IOIterator getChildIterator(java.lang.String)> | IOKit | IORegistryEntryGetChildIterator | com.sun.jna.platform.mac.IOKit | <com.sun.jna.platform.mac.IOKit: int IORegistryEntryGetChildIterator(com.sun.jna.platform.mac.IOKit$IORegistryEntry,java.lang.String,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Handle: int close()> | kstat2 | kstat2_close | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_close(com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Handle: int update()> | kstat2 | kstat2_update | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_update(com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Handle)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Handle: void <init>(com.sun.jna.platform.unix.solaris.Kstat2$Kstat2MatcherList)> | kstat2 | kstat2_open | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_open(com.sun.jna.ptr.PointerByReference,com.sun.jna.platform.unix.solaris.Kstat2$Kstat2MatcherList)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Handle: com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Map lookupMap(java.lang.String)> | kstat2 | kstat2_lookup_map | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_lookup_map(com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Handle,java.lang.String,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Map: com.sun.jna.platform.unix.solaris.Kstat2$Kstat2NV mapGet(java.lang.String)> | kstat2 | kstat2_map_get | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_map_get(com.sun.jna.platform.unix.solaris.Kstat2$Kstat2Map,java.lang.String,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2MatcherList: void <init>()> | kstat2 | kstat2_alloc_matcher_list | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_alloc_matcher_list(com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2MatcherList: int addMatcher(int,java.lang.String)> | kstat2 | kstat2_add_matcher | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_add_matcher(int,java.lang.String,com.sun.jna.platform.unix.solaris.Kstat2$Kstat2MatcherList)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.unix.solaris.Kstat2$Kstat2MatcherList: int free()> | kstat2 | kstat2_free_matcher_list | com.sun.jna.platform.unix.solaris.Kstat2 | <com.sun.jna.platform.unix.solaris.Kstat2: int kstat2_free_matcher_list(com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar

