=== JNA Interface Mapping Hits ===
Format: callerSig | lib | symbol | interface | calleeSig | callerJar | calleeJar
<com.sun.jna.platform.win32.COM.TypeLibUtil: com.sun.jna.platform.win32.COM.TypeLibUtil$FindName FindName(java.lang.String,int,short)> | Ole32 | CoTaskMemFree | com.sun.jna.platform.win32.Ole32 | <com.sun.jna.platform.win32.Ole32: void CoTaskMemFree(com.sun.jna.Pointer)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.TypeLibUtil: com.sun.jna.platform.win32.COM.TypeLibUtil$TypeLibDoc getDocumentation(int)> | OleAut32 | SysFreeString | com.sun.jna.platform.win32.OleAuto | <com.sun.jna.platform.win32.OleAuto: void SysFreeString(com.sun.jna.platform.win32.WTypes$BSTR)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.TypeLibUtil: com.sun.jna.platform.win32.COM.TypeLibUtil$TypeLibDoc getDocumentation(int)> | OleAut32 | SysFreeString | com.sun.jna.platform.win32.OleAuto | <com.sun.jna.platform.win32.OleAuto: void SysFreeString(com.sun.jna.platform.win32.WTypes$BSTR)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.TypeLibUtil: com.sun.jna.platform.win32.COM.TypeLibUtil$TypeLibDoc getDocumentation(int)> | OleAut32 | SysFreeString | com.sun.jna.platform.win32.OleAuto | <com.sun.jna.platform.win32.OleAuto: void SysFreeString(com.sun.jna.platform.win32.WTypes$BSTR)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.TypeLibUtil: void <init>(java.lang.String,int,int)> | kernel32 | GetUserDefaultLCID | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: com.sun.jna.platform.win32.WinDef$LCID GetUserDefaultLCID()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.TypeLibUtil: void <init>(java.lang.String,int,int)> | Ole32 | CLSIDFromString | com.sun.jna.platform.win32.Ole32 | <com.sun.jna.platform.win32.Ole32: com.sun.jna.platform.win32.WinNT$HRESULT CLSIDFromString(java.lang.String,com.sun.jna.platform.win32.Guid$CLSID$ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.TypeLibUtil: void <init>(java.lang.String,int,int)> | OleAut32 | LoadRegTypeLib | com.sun.jna.platform.win32.OleAuto | <com.sun.jna.platform.win32.OleAuto: com.sun.jna.platform.win32.WinNT$HRESULT LoadRegTypeLib(com.sun.jna.platform.win32.Guid$GUID,int,int,com.sun.jna.platform.win32.WinDef$LCID,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.WbemcliUtil: com.sun.jna.platform.win32.COM.Wbemcli$IWbemServices connectServer(java.lang.String)> | Ole32 | CoSetProxyBlanket | com.sun.jna.platform.win32.Ole32 | <com.sun.jna.platform.win32.Ole32: com.sun.jna.platform.win32.WinNT$HRESULT CoSetProxyBlanket(com.sun.jna.platform.win32.COM.Unknown,int,int,com.sun.jna.platform.win32.WTypes$LPOLESTR,int,int,com.sun.jna.Pointer,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.util.Convert: void free(com.sun.jna.platform.win32.Variant$VARIANT,java.lang.Class)> | OleAut32 | SysFreeString | com.sun.jna.platform.win32.OleAuto | <com.sun.jna.platform.win32.OleAuto: void SysFreeString(com.sun.jna.platform.win32.WTypes$BSTR)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.util.ObjectFactory: com.sun.jna.platform.win32.Guid$GUID discoverClsId(com.sun.jna.platform.win32.COM.util.annotation.ComObject)> | Ole32 | CLSIDFromProgID | com.sun.jna.platform.win32.Ole32 | <com.sun.jna.platform.win32.Ole32: com.sun.jna.platform.win32.WinNT$HRESULT CLSIDFromProgID(java.lang.String,com.sun.jna.platform.win32.Guid$CLSID$ByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.util.ObjectFactory: void <clinit>()> | kernel32 | GetUserDefaultLCID | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: com.sun.jna.platform.win32.WinDef$LCID GetUserDefaultLCID()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.util.ObjectFactory: com.sun.jna.platform.win32.COM.util.IRunningObjectTable getRunningObjectTable()> | Ole32 | GetRunningObjectTable | com.sun.jna.platform.win32.Ole32 | <com.sun.jna.platform.win32.Ole32: com.sun.jna.platform.win32.WinNT$HRESULT GetRunningObjectTable(com.sun.jna.platform.win32.WinDef$DWORD,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.util.ObjectFactory: java.lang.Object createObject(java.lang.Class)> | Ole32 | CoCreateInstance | com.sun.jna.platform.win32.Ole32 | <com.sun.jna.platform.win32.Ole32: com.sun.jna.platform.win32.WinNT$HRESULT CoCreateInstance(com.sun.jna.platform.win32.Guid$GUID,com.sun.jna.Pointer,int,com.sun.jna.platform.win32.Guid$GUID,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.COM.util.ObjectFactory: java.lang.Object fetchObject(java.lang.Class)> | OleAut32 | GetActiveObject | com.sun.jna.platform.win32.OleAuto | <com.sun.jna.platform.win32.OleAuto: com.sun.jna.platform.win32.WinNT$HRESULT GetActiveObject(com.sun.jna.platform.win32.Guid$GUID,com.sun.jna.platform.win32.WinDef$PVOID,com.sun.jna.ptr.PointerByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Cfgmgr32Util: java.lang.Object CM_Get_DevNode_Registry_Property(int,int)> | Cfgmgr32 | CM_Get_DevNode_Registry_Property | com.sun.jna.platform.win32.Cfgmgr32 | <com.sun.jna.platform.win32.Cfgmgr32: int CM_Get_DevNode_Registry_Property(int,int,com.sun.jna.ptr.IntByReference,com.sun.jna.Pointer,com.sun.jna.ptr.IntByReference,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Cfgmgr32Util: java.lang.Object CM_Get_DevNode_Registry_Property(int,int)> | Cfgmgr32 | CM_Get_DevNode_Registry_Property | com.sun.jna.platform.win32.Cfgmgr32 | <com.sun.jna.platform.win32.Cfgmgr32: int CM_Get_DevNode_Registry_Property(int,int,com.sun.jna.ptr.IntByReference,com.sun.jna.Pointer,com.sun.jna.ptr.IntByReference,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Cfgmgr32Util: java.lang.String CM_Get_Device_ID(int)> | Cfgmgr32 | CM_Get_Device_ID_Size | com.sun.jna.platform.win32.Cfgmgr32 | <com.sun.jna.platform.win32.Cfgmgr32: int CM_Get_Device_ID_Size(com.sun.jna.ptr.IntByReference,int,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Cfgmgr32Util: java.lang.String CM_Get_Device_ID(int)> | Cfgmgr32 | CM_Get_Device_ID | com.sun.jna.platform.win32.Cfgmgr32 | <com.sun.jna.platform.win32.Cfgmgr32: int CM_Get_Device_ID(int,com.sun.jna.Pointer,int,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Cfgmgr32Util: java.lang.String CM_Get_Device_ID(int)> | Cfgmgr32 | CM_Get_Device_ID_Size | com.sun.jna.platform.win32.Cfgmgr32 | <com.sun.jna.platform.win32.Cfgmgr32: int CM_Get_Device_ID_Size(com.sun.jna.ptr.IntByReference,int,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Cfgmgr32Util: java.lang.String CM_Get_Device_ID(int)> | Cfgmgr32 | CM_Get_Device_ID | com.sun.jna.platform.win32.Cfgmgr32 | <com.sun.jna.platform.win32.Cfgmgr32: int CM_Get_Device_ID(int,com.sun.jna.Pointer,int,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Crypt32Util: byte[] cryptUnprotectData(byte[],byte[],int,com.sun.jna.platform.win32.WinCrypt$CRYPTPROTECT_PROMPTSTRUCT)> | Crypt32 | CryptUnprotectData | com.sun.jna.platform.win32.Crypt32 | <com.sun.jna.platform.win32.Crypt32: boolean CryptUnprotectData(com.sun.jna.platform.win32.WinCrypt$DATA_BLOB,com.sun.jna.ptr.PointerByReference,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB,com.sun.jna.Pointer,com.sun.jna.platform.win32.WinCrypt$CRYPTPROTECT_PROMPTSTRUCT,int,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Crypt32Util: byte[] cryptUnprotectData(byte[],byte[],int,com.sun.jna.platform.win32.WinCrypt$CRYPTPROTECT_PROMPTSTRUCT)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Crypt32Util: java.lang.String CertNameToStr(int,int,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB)> | Crypt32 | CertNameToStr | com.sun.jna.platform.win32.Crypt32 | <com.sun.jna.platform.win32.Crypt32: int CertNameToStr(int,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB,int,com.sun.jna.Pointer,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Crypt32Util: java.lang.String CertNameToStr(int,int,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB)> | Crypt32 | CertNameToStr | com.sun.jna.platform.win32.Crypt32 | <com.sun.jna.platform.win32.Crypt32: int CertNameToStr(int,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB,int,com.sun.jna.Pointer,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Crypt32Util: byte[] cryptProtectData(byte[],byte[],int,java.lang.String,com.sun.jna.platform.win32.WinCrypt$CRYPTPROTECT_PROMPTSTRUCT)> | Crypt32 | CryptProtectData | com.sun.jna.platform.win32.Crypt32 | <com.sun.jna.platform.win32.Crypt32: boolean CryptProtectData(com.sun.jna.platform.win32.WinCrypt$DATA_BLOB,java.lang.String,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB,com.sun.jna.Pointer,com.sun.jna.platform.win32.WinCrypt$CRYPTPROTECT_PROMPTSTRUCT,int,com.sun.jna.platform.win32.WinCrypt$DATA_BLOB)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Crypt32Util: byte[] cryptProtectData(byte[],byte[],int,java.lang.String,com.sun.jna.platform.win32.WinCrypt$CRYPTPROTECT_PROMPTSTRUCT)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | user32 | GetWindowRect | com.sun.jna.platform.win32.User32 | <com.sun.jna.platform.win32.User32: boolean GetWindowRect(com.sun.jna.platform.win32.WinDef$HWND,com.sun.jna.platform.win32.WinDef$RECT)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | user32 | GetDC | com.sun.jna.platform.win32.User32 | <com.sun.jna.platform.win32.User32: com.sun.jna.platform.win32.WinDef$HDC GetDC(com.sun.jna.platform.win32.WinDef$HWND)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | CreateCompatibleDC | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: com.sun.jna.platform.win32.WinDef$HDC CreateCompatibleDC(com.sun.jna.platform.win32.WinDef$HDC)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | SelectObject | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: com.sun.jna.platform.win32.WinNT$HANDLE SelectObject(com.sun.jna.platform.win32.WinDef$HDC,com.sun.jna.platform.win32.WinNT$HANDLE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | DeleteObject | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: boolean DeleteObject(com.sun.jna.platform.win32.WinNT$HANDLE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | DeleteDC | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: boolean DeleteDC(com.sun.jna.platform.win32.WinDef$HDC)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | user32 | ReleaseDC | com.sun.jna.platform.win32.User32 | <com.sun.jna.platform.win32.User32: int ReleaseDC(com.sun.jna.platform.win32.WinDef$HWND,com.sun.jna.platform.win32.WinDef$HDC)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | SelectObject | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: com.sun.jna.platform.win32.WinNT$HANDLE SelectObject(com.sun.jna.platform.win32.WinDef$HDC,com.sun.jna.platform.win32.WinNT$HANDLE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | DeleteObject | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: boolean DeleteObject(com.sun.jna.platform.win32.WinNT$HANDLE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | DeleteDC | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: boolean DeleteDC(com.sun.jna.platform.win32.WinDef$HDC)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | user32 | ReleaseDC | com.sun.jna.platform.win32.User32 | <com.sun.jna.platform.win32.User32: int ReleaseDC(com.sun.jna.platform.win32.WinDef$HWND,com.sun.jna.platform.win32.WinDef$HDC)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | CreateCompatibleBitmap | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: com.sun.jna.platform.win32.WinDef$HBITMAP CreateCompatibleBitmap(com.sun.jna.platform.win32.WinDef$HDC,int,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | SelectObject | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: com.sun.jna.platform.win32.WinNT$HANDLE SelectObject(com.sun.jna.platform.win32.WinDef$HDC,com.sun.jna.platform.win32.WinNT$HANDLE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | BitBlt | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: boolean BitBlt(com.sun.jna.platform.win32.WinDef$HDC,int,int,int,int,com.sun.jna.platform.win32.WinDef$HDC,int,int,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | GetDIBits | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: int GetDIBits(com.sun.jna.platform.win32.WinDef$HDC,com.sun.jna.platform.win32.WinDef$HBITMAP,int,int,com.sun.jna.Pointer,com.sun.jna.platform.win32.WinGDI$BITMAPINFO,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | SelectObject | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: com.sun.jna.platform.win32.WinNT$HANDLE SelectObject(com.sun.jna.platform.win32.WinDef$HDC,com.sun.jna.platform.win32.WinNT$HANDLE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | DeleteObject | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: boolean DeleteObject(com.sun.jna.platform.win32.WinNT$HANDLE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | gdi32 | DeleteDC | com.sun.jna.platform.win32.GDI32 | <com.sun.jna.platform.win32.GDI32: boolean DeleteDC(com.sun.jna.platform.win32.WinDef$HDC)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.GDI32Util: java.awt.image.BufferedImage getScreenshot(com.sun.jna.platform.win32.WinDef$HWND)> | user32 | ReleaseDC | com.sun.jna.platform.win32.User32 | <com.sun.jna.platform.win32.User32: int ReleaseDC(com.sun.jna.platform.win32.WinDef$HWND,com.sun.jna.platform.win32.WinDef$HDC)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: void writePrivateProfileSection(java.lang.String,java.lang.String[],java.lang.String)> | kernel32 | WritePrivateProfileSection | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean WritePrivateProfileSection(java.lang.String,java.lang.String,java.lang.String)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: void writePrivateProfileSection(java.lang.String,java.lang.String[],java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | LoadLibraryEx | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: com.sun.jna.platform.win32.WinDef$HMODULE LoadLibraryEx(java.lang.String,com.sun.jna.platform.win32.WinNT$HANDLE,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | EnumResourceTypes | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean EnumResourceTypes(com.sun.jna.platform.win32.WinDef$HMODULE,com.sun.jna.platform.win32.WinBase$EnumResTypeProc,com.sun.jna.Pointer)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | FreeLibrary | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean FreeLibrary(com.sun.jna.platform.win32.WinDef$HMODULE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | FreeLibrary | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean FreeLibrary(com.sun.jna.platform.win32.WinDef$HMODULE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | EnumResourceNames | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean EnumResourceNames(com.sun.jna.platform.win32.WinDef$HMODULE,com.sun.jna.Pointer,com.sun.jna.platform.win32.WinBase$EnumResNameProc,com.sun.jna.Pointer)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | FreeLibrary | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean FreeLibrary(com.sun.jna.platform.win32.WinDef$HMODULE)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.Map getResourceNames(java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.lang.String getTempPath()> | kernel32 | GetTempPath | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: com.sun.jna.platform.win32.WinDef$DWORD GetTempPath(com.sun.jna.platform.win32.WinDef$DWORD,char[])> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.lang.String getTempPath()> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: int getFileAttributes(java.lang.String)> | kernel32 | GetFileAttributes | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetFileAttributes(java.lang.String)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: int getFileAttributes(java.lang.String)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.List queryDosDevice(java.lang.String,int)> | kernel32 | QueryDosDevice | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int QueryDosDevice(java.lang.String,char[],int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.util.List queryDosDevice(java.lang.String,int)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: com.sun.jna.platform.win32.WinNT$SYSTEM_LOGICAL_PROCESSOR_INFORMATION_EX[] getLogicalProcessorInformationEx(int)> | kernel32 | GetLogicalProcessorInformationEx | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean GetLogicalProcessorInformationEx(int,com.sun.jna.Pointer,com.sun.jna.platform.win32.WinDef$DWORDByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: com.sun.jna.platform.win32.WinNT$SYSTEM_LOGICAL_PROCESSOR_INFORMATION_EX[] getLogicalProcessorInformationEx(int)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.lang.String getComputerName()> | kernel32 | GetComputerName | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: boolean GetComputerName(char[],com.sun.jna.ptr.IntByReference)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.lang.String getComputerName()> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.lang.String QueryFullProcessImageName(int,int)> | kernel32 | OpenProcess | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: com.sun.jna.platform.win32.WinNT$HANDLE OpenProcess(int,boolean,int)> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
<com.sun.jna.platform.win32.Kernel32Util: java.lang.String QueryFullProcessImageName(int,int)> | kernel32 | GetLastError | com.sun.jna.platform.win32.Kernel32 | <com.sun.jna.platform.win32.Kernel32: int GetLastError()> | jna-platform-5.13.0.jar | jna-platform-5.13.0.jar
